STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100101,40.8,9.6,45.6,36.0,6.1,3.8,6.1,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100102,40.9,9.6,45.7,36.1,6.1,3.8,6.1,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100103,41.0,9.6,45.8,36.2,6.0,3.9,6.1,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100104,41.1,9.6,45.9,36.3,6.0,3.9,6.0,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100105,41.2,9.6,46.0,36.4,6.0,3.9,6.0,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100106,41.3,9.6,46.1,36.5,5.9,3.9,6.0,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100107,41.4,9.6,46.2,36.6,5.9,3.9,5.9,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100108,41.5,9.7,46.3,36.6,5.9,4.0,5.9,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100109,41.6,9.7,46.4,36.7,5.8,4.0,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100110,41.7,9.7,46.5,36.8,5.8,4.0,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100111,41.8,9.8,46.7,36.9,5.8,4.0,5.8,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100112,41.9,9.8,46.8,36.9,5.8,4.0,5.8,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100113,42.0,9.9,46.9,37.0,5.8,4.1,5.8,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100114,42.0,10.0,47.0,37.1,5.8,4.1,5.8,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100115,42.1,10.0,47.1,37.1,5.8,4.1,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100116,42.2,10.1,47.3,37.1,5.8,4.2,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100117,42.3,10.2,47.4,37.2,5.8,4.2,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100118,42.3,10.3,47.5,37.2,5.8,4.2,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100119,42.4,10.4,47.6,37.2,5.8,4.3,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100120,42.5,10.5,47.7,37.2,5.8,4.3,6.0,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100121,42.5,10.6,47.8,37.2,5.8,4.3,6.0,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100122,42.6,10.7,47.9,37.2,5.8,4.4,6.0,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100123,42.6,10.8,48.0,37.2,5.8,4.4,6.0,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100124,42.7,10.9,48.1,37.2,5.8,4.5,6.0,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100125,42.7,11.0,48.2,37.2,5.8,4.5,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100126,42.7,11.1,48.3,37.2,5.8,4.5,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100127,42.8,11.2,48.4,37.2,5.8,4.6,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100128,42.8,11.3,48.4,37.1,5.8,4.6,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100129,42.8,11.4,48.5,37.1,5.8,4.6,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100130,42.8,11.5,48.6,37.1,5.8,4.7,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100131,42.9,11.6,48.7,37.0,5.8,4.7,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100201,42.9,11.8,48.8,37.0,5.8,4.7,6.1,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100202,42.9,11.9,48.8,37.0,5.7,4.8,6.1,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100203,42.9,12.0,48.9,36.9,5.7,4.8,6.1,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100204,42.9,12.1,49.0,36.9,5.7,4.8,6.1,6.3
