index,feature,importance
1222,SUM(previous_app.SKEW(credit.AMT_PAYMENT_CURRENT)),10
313,MAX(installments.NUM_INSTALMENT_VERSION),10
358,MIN(credit.AMT_DRAWINGS_POS_CURRENT),9
766,SUM(previous_app.SKEW(credit.AMT_DRAWINGS_POS_CURRENT)),9
682,SUM(previous_app.STD(credit.AMT_RECIVABLE)),9
1411,MIN(previous_app.MEAN(cash.SK_DPD)),9
1255,MIN(bureau.STD(bureau_balance.MONTHS_BALANCE)),9
323,STD(credit.SK_DPD_DEF),9
422,SKEW(credit.AMT_DRAWINGS_OTHER_CURRENT),9
730,MEAN(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),9
1341,SUM(previous_app.SKEW(credit.AMT_RECIVABLE)),9
25,FLAG_OWN_REALTY,9
329,MIN(credit.CNT_DRAWINGS_POS_CURRENT),9
935,MIN(previous_app.STD(credit.AMT_PAYMENT_CURRENT)),9
1140,SUM(previous_app.MAX(credit.AMT_PAYMENT_CURRENT)),8
1236,SUM(previous_app.SKEW(credit.AMT_RECEIVABLE_PRINCIPAL)),8
1117,MEAN(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),8
837,SUM(previous_app.STD(credit.CNT_DRAWINGS_POS_CURRENT)),8
663,MIN(previous_app.SKEW(cash.MONTHS_BALANCE)),8
509,SKEW(previous_app.NFLAG_LAST_APPL_IN_DAY),8
936,SUM(previous_app.SKEW(credit.AMT_PAYMENT_TOTAL_CURRENT)),8
1061,MIN(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),8
1208,MEAN(previous_app.MAX(credit.AMT_PAYMENT_TOTAL_CURRENT)),8
817,MEAN(previous_app.SUM(credit.CNT_DRAWINGS_POS_CURRENT)),8
767,MEAN(previous_app.MAX(credit.AMT_INST_MIN_REGULARITY)),8
1682,MEAN(previous_app.STD(credit.AMT_RECEIVABLE_PRINCIPAL)),8
222,NUM_UNIQUE(previous_app.NAME_CONTRACT_STATUS),8
1082,MEAN(previous_app.SKEW(credit.AMT_DRAWINGS_OTHER_CURRENT)),8
1442,MEAN(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),8
125,STD(credit.SK_DPD),8
199,MEAN(credit.MONTHS_BALANCE),8
773,MIN(previous_app.MAX(cash.MONTHS_BALANCE)),8
1162,SUM(previous_app.MAX(cash.SK_DPD)),8
1138,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),8
883,SUM(previous_app.STD(credit.AMT_DRAWINGS_POS_CURRENT)),8
474,SUM(previous_app.NFLAG_LAST_APPL_IN_DAY),8
880,MIN(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),8
1065,SUM(previous_app.MAX(cash.SK_DPD_DEF)),8
582,MEAN(previous_app.STD(credit.AMT_BALANCE)),7
1572,MEAN(previous_app.STD(credit.AMT_DRAWINGS_CURRENT)),7
1099,MEAN(previous_app.SKEW(credit.AMT_PAYMENT_CURRENT)),7
612,MIN(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),7
304,MIN(previous_app.DAYS_FIRST_DRAWING),7
1398,MIN(previous_app.SKEW(credit.CNT_DRAWINGS_POS_CURRENT)),7
1196,MIN(previous_app.STD(credit.AMT_RECIVABLE)),7
1182,SUM(previous_app.STD(credit.AMT_BALANCE)),7
813,MIN(previous_app.SKEW(credit.AMT_RECIVABLE)),7
812,SUM(previous_app.MAX(credit.AMT_CREDIT_LIMIT_ACTUAL)),7
63,LIVE_CITY_NOT_WORK_CITY,7
101,EMERGENCYSTATE_MODE,7
124,MAX(cash.SK_DPD),7
136,SUM(cash.SK_DPD),7
975,MIN(previous_app.SUM(cash.SK_DPD_DEF)),7
746,MEAN(previous_app.STD(credit.MONTHS_BALANCE)),7
995,MEAN(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),7
1025,MAX(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),7
1360,MAX(previous_app.STD(credit.AMT_INST_MIN_REGULARITY)),7
1393,SUM(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),7
669,MEAN(previous_app.SKEW(credit.CNT_DRAWINGS_OTHER_CURRENT)),7
533,MAX(bureau.CNT_CREDIT_PROLONG),7
1557,SUM(previous_app.SKEW(credit.SK_DPD_DEF)),7
964,MEAN(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),7
924,MAX(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),7
486,MEAN(credit.SK_DPD),6
961,MEAN(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),6
1536,SUM(previous_app.SKEW(credit.SK_DPD)),6
426,SUM(previous_app.RATE_INTEREST_PRIMARY),6
1559,SUM(previous_app.SKEW(credit.AMT_DRAWINGS_OTHER_CURRENT)),6
1232,MAX(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),6
1128,SUM(previous_app.STD(credit.AMT_DRAWINGS_CURRENT)),6
662,SUM(previous_app.SKEW(credit.CNT_DRAWINGS_OTHER_CURRENT)),6
852,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),6
1271,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),6
1284,SKEW(previous_app.SUM(cash.SK_DPD_DEF)),6
143,MODE(previous_app.NAME_CONTRACT_TYPE),6
876,MEAN(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),6
738,MEAN(previous_app.MIN(credit.AMT_BALANCE)),6
1639,MODE(bureau.MODE(bureau_balance.STATUS)),6
206,MAX(previous_app.RATE_INTEREST_PRIMARY),6
242,MEAN(previous_app.DAYS_FIRST_DRAWING),6
1551,SKEW(previous_app.MEAN(cash.SK_DPD)),6
1384,MEAN(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),6
255,MIN(credit.MONTHS_BALANCE),6
287,NUM_UNIQUE(previous_app.NAME_PORTFOLIO),6
925,MIN(previous_app.SKEW(credit.AMT_PAYMENT_TOTAL_CURRENT)),6
1425,MIN(previous_app.STD(credit.AMT_INST_MIN_REGULARITY)),6
941,SUM(previous_app.SKEW(credit.AMT_DRAWINGS_ATM_CURRENT)),6
574,MEAN(previous_app.SKEW(credit.AMT_INST_MIN_REGULARITY)),6
425,SUM(credit.AMT_RECEIVABLE_PRINCIPAL),6
994,MEAN(previous_app.MEAN(credit.MONTHS_BALANCE)),5
263,MIN(credit.AMT_DRAWINGS_CURRENT),5
1603,MEAN(previous_app.MAX(credit.AMT_BALANCE)),5
145,MODE(bureau_balance.STATUS),5
1064,MIN(previous_app.MAX(credit.AMT_BALANCE)),5
298,MODE(previous_app.NAME_PRODUCT_TYPE),5
1561,MIN(previous_app.STD(credit.AMT_BALANCE)),5
84,FLAG_DOCUMENT_11,5
35,ELEVATORS_MEDI,5
1475,MIN(previous_app.STD(credit.AMT_PAYMENT_TOTAL_CURRENT)),5
449,NUM_UNIQUE(previous_app.NAME_CLIENT_TYPE),5
587,SUM(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),5
1217,MIN(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),5
1260,MAX(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),5
1210,MIN(previous_app.SUM(credit.CNT_DRAWINGS_ATM_CURRENT)),5
1282,MAX(previous_app.STD(credit.AMT_RECEIVABLE_PRINCIPAL)),5
1291,SUM(previous_app.MEAN(credit.SK_DPD_DEF)),5
779,SUM(previous_app.MAX(credit.AMT_DRAWINGS_ATM_CURRENT)),5
760,SUM(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),5
745,MIN(previous_app.MAX(credit.AMT_PAYMENT_TOTAL_CURRENT)),5
726,MIN(previous_app.MAX(credit.AMT_DRAWINGS_CURRENT)),5
1356,MIN(previous_app.SUM(credit.AMT_DRAWINGS_ATM_CURRENT)),5
620,MIN(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),5
608,SUM(previous_app.MAX(credit.AMT_RECEIVABLE_PRINCIPAL)),5
1449,SUM(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),5
1368,MIN(previous_app.SKEW(credit.CNT_DRAWINGS_CURRENT)),5
0,NAME_TYPE_SUITE,5
1130,SUM(previous_app.MAX(credit.AMT_DRAWINGS_CURRENT)),5
1481,SKEW(previous_app.MIN(installments.DAYS_INSTALMENT)),5
959,SUM(previous_app.SKEW(credit.CNT_DRAWINGS_CURRENT)),4
1336,SUM(previous_app.MAX(credit.MONTHS_BALANCE)),4
1331,MAX(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),4
547,MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT),4
1647,SUM(previous_app.STD(credit.SK_DPD)),4
154,SKEW(bureau.CREDIT_DAY_OVERDUE),4
757,MIN(previous_app.STD(credit.AMT_DRAWINGS_POS_CURRENT)),4
545,STD(credit.AMT_RECEIVABLE_PRINCIPAL),4
761,MEAN(previous_app.SKEW(credit.CNT_DRAWINGS_POS_CURRENT)),4
1102,MAX(previous_app.STD(credit.AMT_TOTAL_RECEIVABLE)),4
1349,MIN(previous_app.SKEW(credit.CNT_INSTALMENT_MATURE_CUM)),4
803,SUM(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),4
1263,STD(previous_app.SUM(cash.SK_DPD)),4
47,FONDKAPREMONT_MODE,4
43,FLAG_DOCUMENT_8,4
1512,SKEW(previous_app.STD(cash.SK_DPD)),4
1218,MIN(previous_app.MAX(credit.CNT_DRAWINGS_ATM_CURRENT)),4
816,MEAN(previous_app.MAX(credit.AMT_PAYMENT_CURRENT)),4
23,FLAG_DOCUMENT_5,4
725,SUM(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),4
1581,SKEW(previous_app.MEAN(cash.SK_DPD_DEF)),4
1178,MIN(previous_app.SKEW(credit.AMT_DRAWINGS_ATM_CURRENT)),4
1084,MEAN(previous_app.MAX(credit.AMT_RECEIVABLE_PRINCIPAL)),4
1003,SUM(previous_app.SKEW(credit.AMT_BALANCE)),4
326,SUM(credit.CNT_DRAWINGS_OTHER_CURRENT),4
306,MAX(credit.SK_DPD_DEF),4
1594,MIN(previous_app.STD(credit.AMT_DRAWINGS_ATM_CURRENT)),4
291,MIN(installments.NUM_INSTALMENT_VERSION),4
642,SUM(previous_app.SKEW(credit.CNT_DRAWINGS_POS_CURRENT)),4
652,MEAN(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),4
1412,MAX(previous_app.SKEW(credit.CNT_INSTALMENT_MATURE_CUM)),4
1122,SUM(previous_app.STD(credit.AMT_PAYMENT_CURRENT)),4
1112,SUM(previous_app.STD(cash.SK_DPD)),4
690,SUM(previous_app.STD(credit.AMT_DRAWINGS_ATM_CURRENT)),4
1114,MEAN(previous_app.MAX(credit.CNT_DRAWINGS_POS_CURRENT)),3
1224,MIN(previous_app.MAX(credit.CNT_DRAWINGS_POS_CURRENT)),3
1137,MIN(previous_app.MAX(credit.AMT_DRAWINGS_ATM_CURRENT)),3
1059,MEAN(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),3
1358,SUM(previous_app.MAX(credit.AMT_BALANCE)),3
1136,MAX(previous_app.SKEW(credit.SK_DPD_DEF)),3
1439,MAX(previous_app.SUM(credit.CNT_DRAWINGS_POS_CURRENT)),3
1325,MIN(previous_app.SKEW(credit.CNT_DRAWINGS_ATM_CURRENT)),3
1164,MIN(previous_app.SUM(credit.AMT_DRAWINGS_POS_CURRENT)),3
1192,MEAN(previous_app.SKEW(credit.SK_DPD)),3
1502,MIN(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),3
1414,MIN(previous_app.SKEW(credit.SK_DPD)),3
1073,MAX(previous_app.SKEW(credit.CNT_DRAWINGS_ATM_CURRENT)),3
1501,MAX(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),3
1629,SUM(previous_app.STD(credit.SK_DPD_DEF)),3
1438,MEAN(previous_app.STD(credit.AMT_INST_MIN_REGULARITY)),3
846,MIN(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),3
847,MEAN(previous_app.SKEW(credit.CNT_DRAWINGS_ATM_CURRENT)),3
563,MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT),3
327,SKEW(credit.AMT_BALANCE),3
822,SUM(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),3
756,MEAN(previous_app.STD(credit.CNT_INSTALMENT_MATURE_CUM)),3
686,SUM(previous_app.MAX(credit.AMT_DRAWINGS_POS_CURRENT)),3
665,MAX(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),3
664,MAX(previous_app.STD(credit.AMT_DRAWINGS_CURRENT)),3
770,MEAN(previous_app.SUM(credit.AMT_TOTAL_RECEIVABLE)),3
748,SUM(previous_app.STD(credit.AMT_PAYMENT_TOTAL_CURRENT)),3
1033,MEAN(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),3
764,MAX(previous_app.STD(credit.CNT_DRAWINGS_POS_CURRENT)),3
38,FLAG_EMP_PHONE,3
303,SKEW(bureau.AMT_CREDIT_SUM_OVERDUE),3
811,SUM(previous_app.MEAN(credit.MONTHS_BALANCE)),3
804,SUM(previous_app.MIN(credit.AMT_BALANCE)),3
739,MEAN(previous_app.SKEW(credit.AMT_TOTAL_RECEIVABLE)),3
116,FLAG_DOCUMENT_14,3
152,NUM_UNIQUE(previous_app.NAME_CONTRACT_TYPE),3
121,MAX(credit.CNT_INSTALMENT_MATURE_CUM),3
523,SUM(credit.AMT_BALANCE),3
546,MAX(credit.MONTHS_BALANCE),3
229,MAX(credit.SK_DPD),2
955,MEAN(previous_app.STD(credit.AMT_TOTAL_RECEIVABLE)),2
1553,MEAN(previous_app.STD(credit.AMT_CREDIT_LIMIT_ACTUAL)),2
189,SKEW(credit.CNT_DRAWINGS_OTHER_CURRENT),2
1295,SUM(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),2
699,MIN(previous_app.MEAN(credit.MONTHS_BALANCE)),2
417,MAX(credit.AMT_RECIVABLE),2
1223,MAX(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),2
1107,MIN(previous_app.SUM(credit.CNT_DRAWINGS_POS_CURRENT)),2
1362,SUM(previous_app.STD(credit.CNT_INSTALMENT_MATURE_CUM)),2
908,MIN(previous_app.STD(credit.AMT_DRAWINGS_CURRENT)),2
596,MIN(previous_app.SKEW(credit.AMT_INST_MIN_REGULARITY)),2
952,MEAN(previous_app.STD(credit.AMT_RECIVABLE)),2
1569,MEAN(previous_app.SUM(credit.SK_ID_CURR)),2
347,STD(previous_app.NFLAG_LAST_APPL_IN_DAY),2
592,MEAN(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),2
1056,MIN(previous_app.SUM(credit.SK_DPD)),2
1460,MAX(previous_app.SKEW(credit.AMT_PAYMENT_TOTAL_CURRENT)),2
1322,MAX(previous_app.STD(credit.AMT_CREDIT_LIMIT_ACTUAL)),2
1479,MIN(previous_app.MAX(credit.AMT_INST_MIN_REGULARITY)),2
1174,MIN(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),2
1592,SUM(previous_app.STD(credit.CNT_DRAWINGS_OTHER_CURRENT)),2
909,STD(previous_app.SKEW(credit.AMT_PAYMENT_TOTAL_CURRENT)),2
302,MEAN(previous_app.RATE_INTEREST_PRIVILEGED),2
1158,MEAN(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),2
290,MEAN(credit.AMT_TOTAL_RECEIVABLE),2
889,MEAN(previous_app.MAX(credit.AMT_CREDIT_LIMIT_ACTUAL)),2
976,MEAN(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),2
800,MAX(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),2
820,MAX(previous_app.STD(credit.AMT_BALANCE)),2
1281,MEAN(previous_app.SKEW(credit.SK_DPD_DEF)),2
1508,SUM(previous_app.STD(credit.AMT_DRAWINGS_OTHER_CURRENT)),2
1017,MIN(previous_app.MEAN(credit.SK_DPD)),2
823,MIN(previous_app.STD(credit.CNT_INSTALMENT_MATURE_CUM)),2
672,MEAN(previous_app.SUM(credit.AMT_DRAWINGS_POS_CURRENT)),2
1283,SUM(previous_app.MAX(credit.AMT_INST_MIN_REGULARITY)),2
1251,MIN(previous_app.SUM(credit.AMT_BALANCE)),2
450,SUM(previous_app.AMT_APPLICATION),2
1430,SUM(previous_app.MAX(credit.AMT_DRAWINGS_OTHER_CURRENT)),2
832,MAX(previous_app.SKEW(credit.CNT_DRAWINGS_CURRENT)),2
626,MIN(previous_app.SUM(credit.AMT_DRAWINGS_OTHER_CURRENT)),2
827,MIN(previous_app.SKEW(credit.AMT_TOTAL_RECEIVABLE)),2
8,REG_REGION_NOT_WORK_REGION,2
1514,MIN(previous_app.COUNT(credit)),2
632,MAX(previous_app.COUNT(credit)),2
1655,MIN(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),2
1436,SUM(previous_app.SKEW(cash.MONTHS_BALANCE)),2
32,LIVE_REGION_NOT_WORK_REGION,2
791,MIN(previous_app.MAX(credit.AMT_DRAWINGS_OTHER_CURRENT)),2
1510,MEAN(previous_app.SUM(credit.AMT_BALANCE)),1
1522,MAX(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),1
1315,SUM(previous_app.MAX(credit.AMT_RECIVABLE)),1
1262,MIN(previous_app.STD(credit.SK_DPD)),1
750,MAX(previous_app.SUM(credit.SK_ID_CURR)),1
744,MIN(previous_app.MAX(credit.AMT_CREDIT_LIMIT_ACTUAL)),1
1526,MEAN(previous_app.SKEW(credit.AMT_DRAWINGS_ATM_CURRENT)),1
568,SUM(previous_app.MIN(credit.MONTHS_BALANCE)),1
821,SUM(previous_app.MIN(credit.AMT_INST_MIN_REGULARITY)),1
1256,SUM(previous_app.MEAN(credit.SK_DPD)),1
1531,SKEW(previous_app.STD(cash.SK_DPD_DEF)),1
1179,SUM(previous_app.MIN(credit.AMT_DRAWINGS_ATM_CURRENT)),1
424,MIN(credit.AMT_DRAWINGS_ATM_CURRENT),1
343,MODE(previous_app.NAME_PORTFOLIO),1
886,MEAN(previous_app.MAX(credit.SK_DPD)),1
1292,MEAN(previous_app.MAX(credit.AMT_RECIVABLE)),1
905,MIN(previous_app.MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT)),1
1221,SUM(previous_app.MAX(credit.CNT_DRAWINGS_ATM_CURRENT)),1
1290,MAX(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),1
1219,SUM(previous_app.MIN(credit.AMT_PAYMENT_CURRENT)),1
542,MIN(credit.CNT_DRAWINGS_ATM_CURRENT),1
541,SKEW(credit.SK_DPD_DEF),1
1538,STD(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),1
414,MODE(previous_app.NAME_CASH_LOAN_PURPOSE),1
1537,MIN(previous_app.MEAN(cash.SK_DPD_DEF)),1
862,MEAN(previous_app.MIN(credit.AMT_PAYMENT_CURRENT)),1
1213,MAX(previous_app.STD(credit.SK_DPD_DEF)),1
1299,MEAN(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),1
396,SUM(bureau.CREDIT_DAY_OVERDUE),1
871,MAX(previous_app.SUM(credit.CNT_DRAWINGS_ATM_CURRENT)),1
1303,MIN(previous_app.MAX(cash.SK_DPD_DEF)),1
769,MIN(previous_app.SUM(credit.SK_DPD_DEF)),1
550,MODE(previous_app.NAME_SELLER_INDUSTRY),1
442,NUM_UNIQUE(credit.NAME_CONTRACT_STATUS),1
1474,SUM(previous_app.MAX(credit.SK_DPD)),1
1410,MEAN(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),1
1435,MIN(previous_app.STD(credit.AMT_DRAWINGS_OTHER_CURRENT)),1
703,MAX(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),1
1015,MEAN(previous_app.SKEW(credit.AMT_PAYMENT_TOTAL_CURRENT)),1
1454,SUM(previous_app.STD(credit.AMT_RECEIVABLE_PRINCIPAL)),1
943,MIN(previous_app.STD(credit.MONTHS_BALANCE)),1
687,MEAN(previous_app.SUM(credit.AMT_DRAWINGS_OTHER_CURRENT)),1
1426,MIN(previous_app.SKEW(credit.AMT_DRAWINGS_POS_CURRENT)),1
1093,MEAN(previous_app.MEAN(credit.SK_DPD)),1
710,MIN(previous_app.MAX(credit.AMT_RECEIVABLE_PRINCIPAL)),1
588,SUM(previous_app.MAX(credit.CNT_DRAWINGS_OTHER_CURRENT)),1
1617,SUM(previous_app.MEAN(credit.AMT_RECIVABLE)),1
250,SUM(credit.SK_DPD_DEF),1
253,NUM_UNIQUE(previous_app.FLAG_LAST_APPL_PER_CONTRACT),1
1662,MIN(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),1
1134,MAX(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),1
1057,MEAN(previous_app.STD(credit.AMT_DRAWINGS_ATM_CURRENT)),1
1335,STD(previous_app.SKEW(credit.AMT_DRAWINGS_CURRENT)),1
270,MEAN(bureau.CNT_CREDIT_PROLONG),1
1363,MAX(previous_app.SKEW(credit.CNT_DRAWINGS_POS_CURRENT)),1
1120,MAX(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),1
1517,MAX(previous_app.MEAN(credit.AMT_RECIVABLE)),1
987,MAX(previous_app.STD(credit.AMT_DRAWINGS_ATM_CURRENT)),1
52,AMT_REQ_CREDIT_BUREAU_HOUR,1
607,MAX(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),1
543,MIN(credit.CNT_DRAWINGS_OTHER_CURRENT),0
1500,SKEW(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),0
544,MODE(credit.NAME_CONTRACT_STATUS),0
619,SKEW(previous_app.MAX(credit.AMT_RECIVABLE)),0
1505,STD(previous_app.SKEW(credit.SK_ID_CURR)),0
1504,MIN(previous_app.MAX(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1503,MAX(previous_app.SUM(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
623,STD(previous_app.MAX(credit.AMT_DRAWINGS_ATM_CURRENT)),0
622,STD(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),0
1437,STD(previous_app.MAX(credit.CNT_DRAWINGS_POS_CURRENT)),0
575,STD(previous_app.MEAN(credit.SK_ID_CURR)),0
1427,MAX(previous_app.SKEW(credit.AMT_PAYMENT_CURRENT)),0
1431,STD(previous_app.MAX(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1429,MEAN(previous_app.NUM_UNIQUE(credit.NAME_CONTRACT_STATUS)),0
638,STD(previous_app.SUM(credit.SK_DPD_DEF)),0
636,STD(previous_app.MAX(credit.SK_ID_CURR)),0
1513,MAX(previous_app.SUM(credit.AMT_DRAWINGS_POS_CURRENT)),0
1413,STD(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),0
635,SKEW(previous_app.SUM(credit.SK_ID_CURR)),0
1415,STD(previous_app.SKEW(installments.SK_ID_CURR)),0
525,MIN(credit.SK_DPD_DEF),0
633,MEAN(previous_app.MEAN(credit.SK_DPD_DEF)),0
527,SKEW(previous_app.RATE_INTEREST_PRIMARY),0
631,STD(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1419,SKEW(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
1509,MEAN(previous_app.SUM(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1420,STD(previous_app.MIN(cash.SK_ID_CURR)),0
630,SKEW(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1422,MEAN(previous_app.MAX(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1423,STD(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),0
1424,SUM(previous_app.MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
627,SKEW(previous_app.MAX(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
537,MIN(credit.CNT_DRAWINGS_CURRENT),0
1440,SKEW(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
1428,SKEW(previous_app.MEAN(credit.SK_DPD)),0
617,SKEW(previous_app.STD(credit.AMT_BALANCE)),0
606,STD(previous_app.MIN(credit.AMT_DRAWINGS_ATM_CURRENT)),0
616,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1485,STD(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
589,STD(previous_app.MAX(credit.AMT_BALANCE)),0
566,MAX(previous_app.SUM(credit.SK_DPD_DEF)),0
1483,SKEW(previous_app.MAX(credit.SK_DPD_DEF)),0
567,SKEW(previous_app.MAX(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1463,SKEW(previous_app.SUM(credit.AMT_DRAWINGS_POS_CURRENT)),0
1464,SUM(previous_app.SKEW(credit.AMT_TOTAL_RECEIVABLE)),0
570,MEAN(previous_app.MAX(cash.SK_ID_CURR)),0
586,STD(previous_app.MIN(credit.AMT_RECIVABLE)),0
1466,STD(previous_app.SKEW(credit.AMT_RECIVABLE)),0
1467,SKEW(previous_app.STD(credit.CNT_DRAWINGS_POS_CURRENT)),0
585,STD(previous_app.MIN(cash.SK_DPD_DEF)),0
1478,SUM(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),0
583,STD(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),0
581,SKEW(previous_app.MIN(credit.CNT_DRAWINGS_CURRENT)),0
1477,MEAN(previous_app.MAX(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1476,SKEW(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),0
580,SKEW(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),0
572,STD(previous_app.MIN(credit.AMT_PAYMENT_CURRENT)),0
579,SKEW(previous_app.MAX(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1459,STD(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),0
1486,MEAN(previous_app.STD(credit.SK_DPD_DEF)),0
611,STD(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),0
590,SUM(previous_app.STD(credit.SK_ID_CURR)),0
1443,STD(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),0
1444,MEAN(previous_app.MAX(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1498,SKEW(previous_app.MEAN(credit.SK_DPD_DEF)),0
1446,SKEW(previous_app.STD(credit.CNT_DRAWINGS_CURRENT)),0
1496,SKEW(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),0
601,MAX(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1495,MEAN(previous_app.SUM(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1494,SKEW(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),0
597,MEAN(previous_app.STD(cash.SK_ID_CURR)),0
1451,STD(previous_app.MAX(credit.AMT_RECIVABLE)),0
594,STD(previous_app.MEAN(credit.SK_DPD)),0
1493,SKEW(previous_app.MIN(credit.AMT_TOTAL_RECEIVABLE)),0
548,MIN(installments.NUM_INSTALMENT_NUMBER),0
593,SKEW(previous_app.STD(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1490,SUM(previous_app.MIN(installments.SK_ID_CURR)),0
560,MAX(previous_app.DAYS_FIRST_DRAWING),0
562,MAX(previous_app.NFLAG_INSURED_ON_APPROVAL),0
