index,feature,importance
1239,MAX(previous_app.MIN(credit.SK_ID_CURR)),0
1241,STD(previous_app.SUM(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1269,SKEW(previous_app.MIN(credit.AMT_PAYMENT_CURRENT)),0
806,STD(previous_app.MIN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
805,MAX(previous_app.MEAN(credit.SK_ID_CURR)),0
763,MIN(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),0
777,SKEW(previous_app.STD(credit.CNT_DRAWINGS_ATM_CURRENT)),0
775,STD(previous_app.MAX(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
774,MAX(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),0
1305,STD(previous_app.MIN(credit.CNT_DRAWINGS_CURRENT)),0
768,SKEW(previous_app.MEAN(credit.AMT_BALANCE)),0
1307,MEAN(previous_app.MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1310,MIN(previous_app.SKEW(credit.SK_DPD_DEF)),0
1272,SKEW(previous_app.SUM(credit.CNT_DRAWINGS_POS_CURRENT)),0
1311,STD(previous_app.MIN(credit.CNT_DRAWINGS_POS_CURRENT)),0
1312,SKEW(previous_app.MAX(credit.AMT_RECEIVABLE_PRINCIPAL)),0
762,STD(previous_app.SUM(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1314,MIN(previous_app.MEAN(credit.SK_ID_CURR)),0
758,SKEW(previous_app.MIN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1317,MAX(previous_app.MIN(credit.AMT_INST_MIN_REGULARITY)),0
778,STD(previous_app.SKEW(credit.AMT_BALANCE)),0
1296,SKEW(previous_app.SUM(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
781,STD(previous_app.MIN(credit.AMT_BALANCE)),0
783,SKEW(previous_app.MAX(credit.AMT_BALANCE)),0
787,STD(previous_app.MAX(credit.AMT_DRAWINGS_POS_CURRENT)),0
792,STD(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),0
794,STD(previous_app.SUM(credit.AMT_TOTAL_RECEIVABLE)),0
1286,MAX(previous_app.MEAN(credit.SK_DPD)),0
798,SUM(previous_app.STD(credit.AMT_TOTAL_RECEIVABLE)),0
799,SKEW(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),0
1280,SKEW(previous_app.MIN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
801,SKEW(previous_app.MAX(credit.AMT_PAYMENT_CURRENT)),0
1278,SKEW(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),0
1277,SKEW(previous_app.MIN(cash.SK_ID_CURR)),0
1276,MIN(previous_app.STD(credit.SK_ID_CURR)),0
802,MAX(previous_app.SKEW(cash.MONTHS_BALANCE)),0
1273,SKEW(previous_app.STD(credit.AMT_PAYMENT_CURRENT)),0
1692,SKEW(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),0
